"name","families","domain","page","tier","boundExamples","runnableHits","allHits"
"sin","functions","Math","web/src/docs/reference/math/sin.md","rich","projectile-motion;projectile-trajectory","gallery:projectile-motion;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:engine-cycle-wiebe;help-cycle:orbit-kepler;help-cycle:ev-longitudinal;help-cycle:ev-sizing;help-cycle:load-flow","gallery:projectile-motion;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:engine-cycle-wiebe;help-cycle:orbit-kepler;help-cycle:ev-longitudinal;help-cycle:ev-sizing;help-cycle:load-flow;docs/advanced_solving.md:6;docs/language_fundamentals.md:2"
"cos","functions","Math","web/src/docs/reference/math/cos.md","rich","projectile-motion;projectile-trajectory","gallery:projectile-motion;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:engine-cycle-wiebe;help-cycle:orbit-kepler;help-cycle:pelton-turbine;help-cycle:ev-longitudinal;help-cycle:ev-sizing;help-cycle:load-flow","gallery:projectile-motion;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:engine-cycle-wiebe;help-cycle:orbit-kepler;help-cycle:pelton-turbine;help-cycle:ev-longitudinal;help-cycle:ev-sizing;help-cycle:load-flow"
"tan","functions","Math","web/src/docs/reference/math/tan.md","stub","","help-cycle:orbit-kepler","help-cycle:orbit-kepler"
"asin","functions","Math","web/src/docs/reference/math/asin.md","stub","","",""
"acos","functions","Math","web/src/docs/reference/math/acos.md","stub","","",""
"atan","functions","Math","web/src/docs/reference/math/atan.md","stub","","",""
"atan2","functions","Math","web/src/docs/reference/math/atan2.md","stub","","","docs/language_fundamentals.md:3"
"exp","functions","Math","web/src/docs/reference/math/exp.md","rich","damped-oscillator;sounding-rocket-trajectory","gallery:damped-oscillator;gallery:sounding-rocket-trajectory;help-cycle:pid-pole-placement;help-cycle:second-order-step;help-cycle:ode-stiff-linear","gallery:damped-oscillator;gallery:sounding-rocket-trajectory;help-cycle:pid-pole-placement;help-cycle:second-order-step;help-cycle:ode-stiff-linear"
"ln","functions","Math","web/src/docs/reference/math/ln.md","rich","karman-rocket","gallery:karman-rocket;help-cycle:ode-lotka","gallery:karman-rocket;help-cycle:ode-lotka"
"log10","functions","Math","web/src/docs/reference/math/log10.md","stub","","help-cycle:pipe-network;help-cycle:bode-response","help-cycle:pipe-network;help-cycle:bode-response;docs/language_fundamentals.md:7"
"log2","functions","Math","web/src/docs/reference/math/log2.md","rich","","","docs/reference/math/log2.md:2"
"sqrt","functions","Math","web/src/docs/reference/math/sqrt.md","rich","tank-draining;ev-thermal-management","gallery:ev-thermal-management;gallery:tank-draining;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:karman-rocket;gallery:engine-cycle-wiebe;help-cycle:cd-nozzle-shock;help-cycle:co2-nozzle-throat;help-cycle:orbit-kepler;help-cycle:pipe-network;help-cycle:open-channel-jump;help-cycle:pelton-turbine;help-cycle:ev-lateral;help-cycle:pid-pole-placement;help-cycle:second-order-step;help-cycle:paris-fatigue;help-cycle:ode-tank;help-cycle:ode-orbit;docs/advanced_solving.md:2;docs/tutorials.md:1;docs/tutorials.md:5;docs/tutorials.md:10;docs/tutorials.md:13","gallery:ev-thermal-management;gallery:tank-draining;gallery:projectile-trajectory;gallery:damped-oscillator;gallery:karman-rocket;gallery:engine-cycle-wiebe;help-cycle:cd-nozzle-shock;help-cycle:co2-nozzle-throat;help-cycle:orbit-kepler;help-cycle:pipe-network;help-cycle:open-channel-jump;help-cycle:pelton-turbine;help-cycle:ev-lateral;help-cycle:pid-pole-placement;help-cycle:second-order-step;help-cycle:paris-fatigue;help-cycle:ode-tank;help-cycle:ode-orbit;docs/advanced_solving.md:2;docs/getting_started.md:7;docs/language_fundamentals.md:7;docs/tutorials.md:1;docs/tutorials.md:5;docs/tutorials.md:10;docs/tutorials.md:11;docs/tutorials.md:13"
"cbrt","functions","Math","web/src/docs/reference/math/cbrt.md","rich","","","docs/reference/math/cbrt.md:2"
"abs","functions","Math","web/src/docs/reference/math/abs.md","stub","","",""
"sign","functions","Math","web/src/docs/reference/math/sign.md","stub","","",""
"floor","functions","Math","web/src/docs/reference/math/floor.md","stub","","","docs/language_fundamentals.md:4"
"ceil","functions","Math","web/src/docs/reference/math/ceil.md","stub","","",""
"round","functions","Math","web/src/docs/reference/math/round.md","stub","","","docs/language_fundamentals.md:4"
"mod","functions","Math","web/src/docs/reference/math/mod.md","stub","","","docs/programming_logic.md:2"
"min","functions","Stats","web/src/docs/reference/stats/min.md","rich","hx-effectiveness-ntu;ev-thermal-management","gallery:hx-effectiveness-ntu;help-cycle:auto-cooling-loop","gallery:hx-effectiveness-ntu;help-cycle:auto-cooling-loop;docs/components.md:14"
"max","functions","Stats","web/src/docs/reference/stats/max.md","rich","hx-effectiveness-ntu","gallery:hx-effectiveness-ntu;help-cycle:ev-sizing","gallery:hx-effectiveness-ntu;help-cycle:ev-sizing"
"mean","functions","Stats","web/src/docs/reference/stats/mean.md","stub","","",""
"median","functions","Stats","web/src/docs/reference/stats/median.md","stub","","",""
"std","functions","Stats","web/src/docs/reference/stats/std.md","stub","","",""
"var","functions","Stats","web/src/docs/reference/stats/var.md","stub","","",""
"sum","functions","Stats","web/src/docs/reference/stats/sum.md","stub","","help-cycle:inhour-equation","help-cycle:inhour-equation;docs/language_fundamentals.md:5"
"inv","functions","Matrix","web/src/docs/reference/matrix/inv.md","stub","","",""
"det","functions","Matrix","web/src/docs/reference/matrix/det.md","stub","","",""
"trace","functions","Matrix","web/src/docs/reference/matrix/trace.md","stub","","",""
"transpose","functions","Matrix","web/src/docs/reference/matrix/transpose.md","stub","","","docs/getting_started.md:8"
"eig","functions","Matrix","web/src/docs/reference/matrix/eig.md","stub","","",""
"eigvec","functions","Matrix","web/src/docs/reference/matrix/eigvec.md","stub","","",""
"rank","functions;callProcedures","Matrix","web/src/docs/reference/matrix/rank.md","stub","","","docs/symbolic_cas.md:19"
"norm","functions;matrixFunctions","Matrix","web/src/docs/reference/matrix/norm.md","stub","","",""
"cond","functions","Matrix","web/src/docs/reference/matrix/cond.md","rich","ev-thermal-management","gallery:ev-thermal-management","gallery:ev-thermal-management"
"svd","functions","Matrix","web/src/docs/reference/matrix/svd.md","reference","","","docs/symbolic_cas.md:7"
"qr","functions","Matrix","web/src/docs/reference/matrix/qr.md","stub","","",""
"cholesky","functions","Matrix","web/src/docs/reference/matrix/cholesky.md","stub","","",""
"matexp","functions","Matrix","web/src/docs/reference/matrix/matexp.md","stub","","",""
"tf","functions","Control","web/src/docs/reference/control/tf.md","rich","partial-fractions","gallery:partial-fractions;help-cycle:partial-fraction-real;help-cycle:partial-fraction-complex","gallery:partial-fractions;help-cycle:partial-fraction-real;help-cycle:partial-fraction-complex;docs/symbolic_cas.md:5"
"ss","functions","Control","web/src/docs/reference/control/ss.md","rich","","",""
"tf2ss","functions;callProcedures","Control","web/src/docs/reference/control/tf2ss.md","rich","multi-output-destructuring","gallery:multi-output-destructuring;help-cycle:tf-to-ss","gallery:multi-output-destructuring;help-cycle:tf-to-ss;docs/symbolic_cas.md:6;docs/symbolic_cas.md:8;docs/symbolic_cas.md:10"
"ss2tf","functions;callProcedures","Control","web/src/docs/reference/control/ss2tf.md","rich","cruise-control","gallery:cruise-control;gallery:multi-output-destructuring;help-cycle:ss-to-tf","gallery:cruise-control;gallery:multi-output-destructuring;help-cycle:ss-to-tf;docs/components.md:16;docs/symbolic_cas.md:9"
"series","functions;callProcedures","Control","web/src/docs/reference/control/series.md","rich","cruise-control","gallery:cruise-control;help-cycle:gain-phase-margin;help-cycle:closed-loop-position-servo;help-cycle:pid-auto-tune","gallery:cruise-control;help-cycle:gain-phase-margin;help-cycle:closed-loop-position-servo;help-cycle:pid-auto-tune;docs/symbolic_cas.md:13"
"parallel","functions;callProcedures","Control","web/src/docs/reference/control/parallel.md","rich","","help-cycle:parallel-interconnect","help-cycle:parallel-interconnect;docs/symbolic_cas.md:14"
"feedback","functions;callProcedures","Control","web/src/docs/reference/control/feedback.md","rich","cruise-control","gallery:cruise-control;help-cycle:zpk-feedback;help-cycle:closed-loop-position-servo","gallery:cruise-control;help-cycle:zpk-feedback;help-cycle:closed-loop-position-servo;docs/symbolic_cas.md:15"
